string
integrated and resized binned spectra ROIsize spatial in px50:1600
converted file:ndrun__Wed Jan 30 2019_15.17.18_15 binning:0.1
nm muJ
17.500000000000007 0.00015919773404205235
17.60000000000001 0.00015735292184623493
17.70000000000001 0.00015375801752726476
17.80000000000001 0.00015413126531559342
17.900000000000013 0.00015172361198368715
18.000000000000014 0.00015257224116564953
18.100000000000016 0.00015200189301555115
18.200000000000017 0.00015242728269688127
18.30000000000002 0.00014868388461668355
18.40000000000002 0.0001501483925015217
18.50000000000002 0.0001469005930904308
18.600000000000023 0.00014685618455416433
18.700000000000024 0.00014442430369578386
18.800000000000026 0.00014353804747952944
18.900000000000027 0.00013955519456300015
19.00000000000003 0.00013918816468667472
19.10000000000003 0.00014254975945545345
19.20000000000003 0.00014547669196960446
19.300000000000033 0.00014892721626649295
19.400000000000034 0.0001333616640564579
19.500000000000036 0.0001345013517782792
19.600000000000037 0.00013598093650128452
19.70000000000004 0.0001317704128978293
19.80000000000004 0.00013225307166153305
19.90000000000004 0.00013237461415453497
20.000000000000043 0.00013349846873993713
20.100000000000044 0.00013303963990910845
20.200000000000045 0.0001337453795051211
20.300000000000047 0.00013503961643888775
20.40000000000005 0.00013652058320971238
20.50000000000005 0.0001295367132591525
20.60000000000005 0.00013298249442610663
20.700000000000053 0.00013290620666754212
20.800000000000054 0.00012753481281005283
20.900000000000055 0.00012474452094325556
21.000000000000057 0.00012338917602643587
21.10000000000006 0.00012359147016025151
21.20000000000006 0.00012019587145948048
21.30000000000006 0.00011971576224353766
21.400000000000063 0.0001195706037273078
21.500000000000064 0.00012640912965600708
21.600000000000065 0.00012382978860674202
21.700000000000067 0.00011978168204408246
21.800000000000068 0.00011800766642915073
21.90000000000007 0.00011733815458224018
22.00000000000007 0.00012348267710530448
22.100000000000072 0.000120248098099404
22.200000000000074 0.00012094003353507392
22.300000000000075 0.000121319441943216
22.400000000000077 0.00012126840281154418
22.500000000000078 0.00012448073762898808
22.60000000000008 0.00012182368269011946
22.70000000000008 0.0001229037102033685
22.800000000000082 0.00012706186334137304
22.900000000000084 0.0001250347116721842
23.000000000000085 0.0001272746713358574
23.100000000000087 0.00013374011195439368
23.200000000000088 0.00013728242343275285
23.30000000000009 0.00013217906611950745
23.40000000000009 0.00013328690919851556
23.500000000000092 0.0001313639790263258
23.600000000000094 0.0001314992720451559
23.700000000000095 0.0001288247675780204
23.800000000000097 0.00013443965399504953
23.900000000000098 0.00013578740042594602
24.0000000000001 0.00012663398903865495
24.1000000000001 0.00013068409634432894
24.200000000000102 0.0001345985132169756
24.300000000000104 0.00013516921823456354
24.400000000000105 0.0001331375130186873
24.500000000000107 0.00013019968626713186
24.600000000000108 0.00013408799608575814
24.70000000000011 0.000130572785367963
24.80000000000011 0.00013559941741668566
24.900000000000112 0.0001436392257093342
25.000000000000114 0.00014511284733232882
25.100000000000115 0.00015161551016322863
25.200000000000117 0.00013888516333876623
25.300000000000118 0.00014034846587043245
25.40000000000012 0.00013626285655031096
25.50000000000012 0.00013359606595964997
25.600000000000122 0.00013535679299936607
25.700000000000124 0.00013775189533946883
25.800000000000125 0.0001482685511712523
25.900000000000126 0.00015873629490815804
26.000000000000128 0.00015019071173318297
26.10000000000013 0.00014541413928661684
26.20000000000013 0.00013903970892817236
26.300000000000132 0.0001393113484553662
26.400000000000134 0.0001447660185911772
26.500000000000135 0.0001446593037146716
26.600000000000136 0.00015095476996659807
26.700000000000138 0.00017732482172449422
26.80000000000014 0.0001847420833619528
26.90000000000014 0.0001566790192899833
27.000000000000142 0.0001449082901720161
27.100000000000144 0.00014609749346435256
27.200000000000145 0.00014891741555442197
27.300000000000146 0.0001455606061233843
27.400000000000148 0.00014632650184351472
27.50000000000015 0.00015140861332229536
27.60000000000015 0.00016478998904295375
27.700000000000152 0.0001802185957432991
27.800000000000153 0.00016760923384196184
27.900000000000155 0.00015463046476400268
28.000000000000156 0.00015495333966271445
28.100000000000158 0.00015620191757492692
28.20000000000016 0.00015500455606451858
28.30000000000016 0.00015911123219533867
28.400000000000162 0.00016654527245588463
28.500000000000163 0.00018876346790770013
28.600000000000165 0.00020816028636888695
28.700000000000166 0.00021276933023468104
28.800000000000168 0.00020773840777707787
28.90000000000017 0.00019806678709249038
29.00000000000017 0.0001947600278199317
29.100000000000172 0.00019630167606606613
29.200000000000173 0.00020103638565152298
29.300000000000175 0.00020891522406306468
29.400000000000176 0.00022411607269164825
29.500000000000178 0.00024750462585618514
29.60000000000018 0.0002913012043133423
29.70000000000018 0.0002924601275345553
29.800000000000182 0.0003029485224740009
29.900000000000183 0.00029407753700023856
30.000000000000185 0.00029930607070658896
30.100000000000186 0.00029855957978529833
30.200000000000188 0.0003001971772508796
30.30000000000019 0.0002972618030487482
30.40000000000019 0.0003180682265099742
30.500000000000192 0.00033764480122247927
30.600000000000193 0.00037240095097907587
30.700000000000195 0.00042696815902970575
30.800000000000196 0.00047214399622453403
30.900000000000198 0.0004755683583488103
31.0000000000002 0.0004706550136880556
31.1000000000002 0.000444229078483975
31.200000000000202 0.00046100145194193803
31.300000000000203 0.00042882126178831647
